id	text
3017	主公，一味的战斗并不能保证您无敌于天下，只有大力发展科技，才能保证强者的地位。
3018	请主公一定不要吝惜资源，全力<color=green>研发</color>科技
3019	主公，我们大获全胜利！\n贼寇们已被赶出城外，城池内治安提高，民心也安定了。
3020	斩草要除根，得以防他们日后回城报复。\n主公，我们不妨追出城去，贼寇们得尝够苦头，才会懂得收敛。
3021	主公小心，城池四周都埋伏有流寇，我们先从低等级的打起。
3022	主公，百姓听说您在征战流寇，特意送了件锁子甲来。
3023	马岱上阵杀敌，刀剑无眼，这甲就赐给他吧。
3024	木场农田都建设起来了，我来向主公解释如何征收资源吧。
3025	主公，粮食征收了好多。\n我们可以开始招募城中壮士入伍为兵了。
3026	有锁子甲在身，的确感觉战力飞涨。\n不过就这一件装备，恐怕以后无法应付更强的流寇了。
3027	城中铁匠开了家<color=green>铁匠铺</color>，正好能为马将军提供装备。我们不如去瞧瞧？
3028	副本开启了！副本解锁武将，农田，木场和民居。
3029	本关黄巾后军上有一个民居标识，打败他就能获取<color=green>第五处民居</color>的建造图纸
3030	黄巾军以实力论英雄，你既然打赢了我，我张梁以后听你的
3031	张梁将军过奖了，既然将军已经弃暗投明，我们这就给将军配备武器马匹！
