资源键名	Resources模式资源名	所在assetBundle名称	所在assetBundle资源名
ui_mapmain_quest_1	Assets/Sprites/UI_Dialog/UI_MapMainDlg/ui_mapmain_quest_1.png	_ab_ui_mapmaindlg	ui_mapmain_quest_1
ui_mapmain_quest_4	Assets/Sprites/UI_Dialog/UI_MapMainDlg/ui_mapmain_quest_4.png	_ab_ui_mapmaindlg	ui_mapmain_quest_4
ui_mapmain_quest_7	Assets/Sprites/UI_Dialog/UI_MapMainDlg/ui_mapmain_quest_7.png	_ab_ui_mapmaindlg	ui_mapmain_quest_7
ui_mapmain_quest_8	Assets/Sprites/UI_Dialog/UI_MapMainDlg/ui_mapmain_quest_8.png	_ab_ui_mapmaindlg	ui_mapmain_quest_8
ui_mapmain_quest_10	Assets/Sprites/UI_Dialog/UI_MapMainDlg/ui_mapmain_quest_10.png	_ab_ui_mapmaindlg	ui_mapmain_quest_10
ui_mapmain_treasure_nation1	Assets/Sprites/UI_Dialog/UI_MapMainDlg/ui_mapmain_treasure_nation1.png	_ab_ui_mapmaindlg	ui_mapmain_treasure_nation1
ui_mapmain_treasure_nation2	Assets/Sprites/UI_Dialog/UI_MapMainDlg/ui_mapmain_treasure_nation2.png	_ab_ui_mapmaindlg	ui_mapmain_treasure_nation2
ui_mapmain_treasure_nation3	Assets/Sprites/UI_Dialog/UI_MapMainDlg/ui_mapmain_treasure_nation3.png	_ab_ui_mapmaindlg	ui_mapmain_treasure_nation3
ui_worldmap_nation_0	Assets/Sprites/UI_Dialog/Public/ui_worldmap_nation_0.png	ui_dialog_public	ui_worldmap_nation_0
ui_worldmap_nation_1	Assets/Sprites/UI_Dialog/Public/ui_worldmap_nation_1.png	ui_dialog_public	ui_worldmap_nation_1
ui_worldmap_nation_2	Assets/Sprites/UI_Dialog/Public/ui_worldmap_nation_2.png	ui_dialog_public	ui_worldmap_nation_2
ui_worldmap_nation_3	Assets/Sprites/UI_Dialog/Public/ui_worldmap_nation_3.png	ui_dialog_public	ui_worldmap_nation_3
ui_worldmap_nation_small_0	Assets/Sprites/UI_Dialog/Public/ui_worldmap_nation_small_0.png	ui_dialog_public	ui_worldmap_nation_small_0
ui_worldmap_nation_small_1	Assets/Sprites/UI_Dialog/Public/ui_worldmap_nation_small_1.png	ui_dialog_public	ui_worldmap_nation_small_1
ui_worldmap_nation_small_2	Assets/Sprites/UI_Dialog/Public/ui_worldmap_nation_small_2.png	ui_dialog_public	ui_worldmap_nation_small_2
ui_worldmap_nation_small_3	Assets/Sprites/UI_Dialog/Public/ui_worldmap_nation_small_3.png	ui_dialog_public	ui_worldmap_nation_small_3
ui_mapzone_arrow_0	Assets/Sprites/UI_Dialog/Public/ui_mapzone_arrow_0.png	ui_dialog_public	ui_mapzone_arrow_0
ui_mapzone_arrow_1	Assets/Sprites/UI_Dialog/Public/ui_mapzone_arrow_1.png	ui_dialog_public	ui_mapzone_arrow_1
ui_mapzone_arrow_2	Assets/Sprites/UI_Dialog/Public/ui_mapzone_arrow_2.png	ui_dialog_public	ui_mapzone_arrow_2
ui_mapzone_arrow_3	Assets/Sprites/UI_Dialog/Public/ui_mapzone_arrow_3.png	ui_dialog_public	ui_mapzone_arrow_3
ui_fightdlg_skill_1	Assets/Sprites/UI_Dialog/UI_FightDlg/ui_fightdlg_skill_1.png	_ab_ui_fightdlg	ui_fightdlg_skill_1
ui_fightdlg_skill_2	Assets/Sprites/UI_Dialog/UI_FightDlg/ui_fightdlg_skill_2.png	_ab_ui_fightdlg	ui_fightdlg_skill_2
ui_fightdlg_skill_3	Assets/Sprites/UI_Dialog/UI_FightDlg/ui_fightdlg_skill_3.png	_ab_ui_fightdlg	ui_fightdlg_skill_3
ui_fightdlg_skill_back1	Assets/Sprites/UI_Dialog/UI_FightDlg/ui_fightdlg_skill_back1.png	_ab_ui_fightdlg	ui_fightdlg_skill_back1
ui_fightdlg_skill_back2	Assets/Sprites/UI_Dialog/UI_FightDlg/ui_fightdlg_skill_back2.png	_ab_ui_fightdlg	ui_fightdlg_skill_back2
ui_fightdlg_skill_back3	Assets/Sprites/UI_Dialog/UI_FightDlg/ui_fightdlg_skill_back3.png	_ab_ui_fightdlg	ui_fightdlg_skill_back3
ui_traindlg_corps_1	Assets/Sprites/UI_Dialog/UI_TrainDlg/ui_traindlg_corps_1.png	_ab_ui_traindlg	ui_traindlg_corps_1
ui_traindlg_corps_2	Assets/Sprites/UI_Dialog/UI_TrainDlg/ui_traindlg_corps_2.png	_ab_ui_traindlg	ui_traindlg_corps_2
ui_traindlg_corps_3	Assets/Sprites/UI_Dialog/UI_TrainDlg/ui_traindlg_corps_3.png	_ab_ui_traindlg	ui_traindlg_corps_3
ui_worldboss_shape1	Assets/Sprites/UI_Dialog/UI_WorldBossDlg/ui_worldboss_shape1.png	_ab_ui_worldbossdlg	ui_worldboss_shape1
ui_worldboss_shape2	Assets/Sprites/UI_Dialog/UI_WorldBossDlg/ui_worldboss_shape2.png	_ab_ui_worldbossdlg	ui_worldboss_shape2
ui_bloodybattle_back_1	Assets/Sprites/UI_Dialog/UI_BloodyBattleDlg/ui_bloodybattle_back_1.png	_ab_ui_bloodybattledlg	ui_bloodybattle_back_1
ui_bloodybattle_back_2	Assets/Sprites/UI_Dialog/UI_BloodyBattleDlg/ui_bloodybattle_back_2.png	_ab_ui_bloodybattledlg	ui_bloodybattle_back_2
ui_bloodybattle_back_3	Assets/Sprites/UI_Dialog/UI_BloodyBattleDlg/ui_bloodybattle_back_3.png	_ab_ui_bloodybattledlg	ui_bloodybattle_back_3
ui_opration_2	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_2.png	ab_oprationicon	ui_opration_2
ui_opration_3	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_3.png	ab_oprationicon	ui_opration_3
ui_opration_6	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_6.png	ab_oprationicon	ui_opration_6
ui_opration_finish_4	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_finish_4.png	ab_oprationicon	ui_opration_finish_4
ui_opration_finish_11	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_finish_11.png	ab_oprationicon	ui_opration_finish_11
ui_opration_finish_12	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_finish_12.png	ab_oprationicon	ui_opration_finish_12
ui_opration_finish_13	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_finish_13.png	ab_oprationicon	ui_opration_finish_13
ui_opration_finish_21	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_finish_21.png	ab_oprationicon	ui_opration_finish_21
ui_opration_finish_22	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_finish_22.png	ab_oprationicon	ui_opration_finish_22
ui_opration_finish_23	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_finish_23.png	ab_oprationicon	ui_opration_finish_23
ui_opration_finish_24	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_finish_24.png	ab_oprationicon	ui_opration_finish_24
ui_opration_finish_31	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_finish_31.png	ab_oprationicon	ui_opration_finish_31
ui_opration_quest_1	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_quest_1.png	ab_oprationicon	ui_opration_quest_1
ui_opration_quest_2	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_quest_2.png	ab_oprationicon	ui_opration_quest_2
ui_opration_state_1	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_state_1.png	ab_oprationicon	ui_opration_state_1
ui_opration_state_2	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_state_2.png	ab_oprationicon	ui_opration_state_2
ui_opration_state_3	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_state_3.png	ab_oprationicon	ui_opration_state_3
ui_opration_state_4	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_state_4.png	ab_oprationicon	ui_opration_state_4
ui_opration_item_1	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_item_1.png	ab_oprationicon	ui_opration_item_1
ui_opration_item_2	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_item_2.png	ab_oprationicon	ui_opration_item_2
ui_opration_item_3	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_item_3.png	ab_oprationicon	ui_opration_item_3
ui_opration_item_4	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_item_4.png	ab_oprationicon	ui_opration_item_4
ui_opration_item_11	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_item_11.png	ab_oprationicon	ui_opration_item_11
ui_opration_item_12	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_item_12.png	ab_oprationicon	ui_opration_item_12
ui_opration_item_13	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_item_13.png	ab_oprationicon	ui_opration_item_13
ui_opration_item_14	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_item_14.png	ab_oprationicon	ui_opration_item_14
ui_opration_item_21	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_item_21.png	ab_oprationicon	ui_opration_item_21
ui_opration_item_22	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_item_22.png	ab_oprationicon	ui_opration_item_22
ui_opration_item_23	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_item_23.png	ab_oprationicon	ui_opration_item_23
ui_opration_item_24	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_item_24.png	ab_oprationicon	ui_opration_item_24
ui_opration_item_32	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_item_32.png	ab_oprationicon	ui_opration_item_32
ui_opration_item_33	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_item_33.png	ab_oprationicon	ui_opration_item_33
ui_opration_item_34	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_item_34.png	ab_oprationicon	ui_opration_item_34
ui_opration_prestige	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_prestige.png	ab_oprationicon	ui_opration_prestige
ui_opration_silver	Assets/Sprites/UI_Dialog/OprationIcon/ui_opration_silver.png	ab_oprationicon	ui_opration_silver
ui_main_icon_nationequip	Assets/Sprites/UI_Dialog/UI_MainDlg/ui_main_icon_nationequip.png	_ab_ui_maindlg	ui_main_icon_nationequip
ui_main_building_1	Assets/Sprites/UI_Dialog/UI_MainDlg/ui_main_building_1.png	_ab_ui_maindlg	ui_main_building_1
ui_main_building_2	Assets/Sprites/UI_Dialog/UI_MainDlg/ui_main_building_2.png	_ab_ui_maindlg	ui_main_building_2
ui_main_building_3	Assets/Sprites/UI_Dialog/UI_MainDlg/ui_main_building_3.png	_ab_ui_maindlg	ui_main_building_3
ui_main_building_4	Assets/Sprites/UI_Dialog/UI_MainDlg/ui_main_building_4.png	_ab_ui_maindlg	ui_main_building_4
ui_main_building_5	Assets/Sprites/UI_Dialog/UI_MainDlg/ui_main_building_5.png	_ab_ui_maindlg	ui_main_building_5
ui_main_building_6	Assets/Sprites/UI_Dialog/UI_MainDlg/ui_main_building_6.png	_ab_ui_maindlg	ui_main_building_6
ui_main_building_11	Assets/Sprites/UI_Dialog/UI_MainDlg/ui_main_building_11.png	_ab_ui_maindlg	ui_main_building_11
ui_main_building_12	Assets/Sprites/UI_Dialog/UI_MainDlg/ui_main_building_12.png	_ab_ui_maindlg	ui_main_building_12
ui_main_building_13	Assets/Sprites/UI_Dialog/UI_MainDlg/ui_main_building_13.png	_ab_ui_maindlg	ui_main_building_13
ui_main_building_14	Assets/Sprites/UI_Dialog/UI_MainDlg/ui_main_building_14.png	_ab_ui_maindlg	ui_main_building_14
ui_main_building_15	Assets/Sprites/UI_Dialog/UI_MainDlg/ui_main_building_14.png	_ab_ui_maindlg	ui_main_building_14
ui_main_building_16	Assets/Sprites/UI_Dialog/UI_MainDlg/ui_main_building_14.png	_ab_ui_maindlg	ui_main_building_14
ui_main_building_21	Assets/Sprites/UI_Dialog/UI_MainDlg/ui_main_building_21.png	_ab_ui_maindlg	ui_main_building_21
ui_main_building_22	Assets/Sprites/UI_Dialog/UI_MainDlg/ui_main_building_22.png	_ab_ui_maindlg	ui_main_building_22
ui_main_building_23	Assets/Sprites/UI_Dialog/UI_MainDlg/ui_main_building_23.png	_ab_ui_maindlg	ui_main_building_23
ui_main_building_24	Assets/Sprites/UI_Dialog/UI_MainDlg/ui_main_building_24.png	_ab_ui_maindlg	ui_main_building_24
ui_main_worker_3	Assets/Sprites/UI_Dialog/UI_MainDlg/ui_main_worker_3.png	_ab_ui_maindlg	ui_main_worker_3
ui_main_worker_4	Assets/Sprites/UI_Dialog/UI_MainDlg/ui_main_worker_4.png	_ab_ui_maindlg	ui_main_worker_4
